id,code,description,name
comm-192,COMM 192,"Behaviour in organizations as it affects people as individuals, their relationships with others, their performance in groups and their effectiveness at work. Credit will be granted for only one of COMM 192, COMM 292, COMM 321, COMM 329, or COMR 329. Equivalency: COMM 292. This course is not eligible for Credit/D/Fail grading.",Management and Organizational Behaviour
comm-196,COMM 196,An activity-focused course providing the opportunity to study and practice forms of written and non-written communication needed in business. Credit will be granted for only one of COMM 196 or COMM 395. This course is not eligible for Credit/D/Fail grading.,Business Communications I
comm-202,COMM 202,"Fundamentals of career management including effective resume and cover letter writing, performing well in interviews and learning about the recruiting cycles, networking and resources available at the Hari B. Varshney Business Career Centre. This course is not eligible for Credit/D/Fail grading.",Career Fundamentals
comm-203,COMM 203,"The role of employment relations in enterprise performance. Managing employees under statutory law, collective bargaining, and progressive human resource management. Key issues in forming, developing, and maintaining a work force. Prerequisite: One of COMM 192, COMM 292 and either (a) all of ECON 101, ECON 102 or (b) ECON 100. This course is not eligible for Credit/D/Fail grading.",Managing the Employment Relationship
comm-204,COMM 204,"The design and management of systems to make products, provide services and deliver them to the end user. Credit will be granted for only one of COMM 204, COMM 398, or COMR 398. Prerequisite: One of COMM 190, COMM 290 and one of COMM 191, COMM 291. This course is not eligible for Credit/D/Fail grading.",Logistics and Operations Management
comm-205,COMM 205,Overview of computer technology and terminology; use of computers as managerial and administrative tools; the management of computer resources and the influence of information technology within the organization. This course is not eligible for Credit/D/Fail grading.,Introduction to Management Information Systems
comm-220,COMM 220,An experiential course covering a broad range of business writing and communications. For Master of Management - Dual Degree Option students only. This course is not eligible for Credit/D/Fail grading.,Business Communications
comm-271,COMM 271,Roles of capital market institutions and participants. Skill development for basic financial principles in the quantitative and qualitative evaluation of bond and stock investments. This course is not eligible for Credit/D/Fail grading.,Introduction to Capital Markets
comm-280,COMM 280,"Entrepreneurial essentials from creating viable opportunities through building a founding team, strategic planning, going to market, fleshing out an organization and planning the future of the business. Credit will be granted for only one of COMM 280 or COMR 280. Equivalency: COMR280",Entrepreneurship
comm-293,COMM 293,"Introduction to the construction and interpretation of financial reports prepared primarily for external use. Credit will be granted for only one of COMM 293, COEC 293, or COMM 320. Prerequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184. Equivalency: COEC293. This course is not eligible for Credit/D/Fail grading.",Financial Accounting
comm-294,COMM 294,"Introduction to the development and use of accounting information for management planning and control and the development of cost information for financial reports. Credit will be granted for only one of COMM 294 or COEC 294. Prerequisite: One of COEC 293, COMM 293. Equivalency: COEC 294. This course is not eligible for Credit/D/Fail grading.",Managerial Accounting
comm-295,COMM 295,"Economic foundations of managerial decision-making. Demand theory, cost and production, market structure, competitive strategy, organization of the firm, welfare-economic foundations of business regulation. Credit will be granted for only one of ECON 201, ECON 206, ECON 301, ECON 304, FRE 295 or COMM 295. Prerequisite: Either (a) ECON 100 or (b) all of ECON 101, ECON 102. This course is not eligible for Credit/D/Fail grading.",Managerial Economics
comm-296,COMM 296,"Basic considerations affecting the domestic and international marketing of goods and services. Credit will be granted for only one of COMM 296, COMM 420, COMM 465, or COMR 465. Corequisite: COMM 293 and one of COMM 295, ECON 201, ECON 301. This course is not eligible for Credit/D/Fail grading.",Introduction to Marketing
comm-298,COMM 298,"Introduces the basic principles of financial valuation, including the time-value of money and the risk/return tradeoff. Develops tools for the quantitative analysis of corporate and/or individual financing and saving decisions, and of capital budgeting decisions. Credit will be granted for only one of COMM 298, COEC 298, COMM 421, COMM 473, or COMR 473. [3-0-0] Corequisite: COMM 293 and one of COMM 190, COMM 290 and one of COMM 295, ECON 301. Equivalency: COEC298. This course is not eligible for Credit/D/Fail grading.",Introduction to Finance
comm-306,COMM 306,"Examines economic factors affecting the urban land market, with an emphasis on determinants of urban land values, the housing market, urban transportation, and land use policies. Prerequisite: One of COMM 295, ECON 201, ECON 301. This course is not eligible for Credit/D/Fail grading.",Urban Land Economics
comm-307,COMM 307,"Evaluation of investment in real estate assets; proforma analysis, property and asset management, equity securitization, appraisal, and international real estate investment. Prerequisite: One of COMM 295, ECON 201, ECON 301 and one of COMM 297, COMM 298. This course is not eligible for Credit/D/Fail grading.",Real Estate Investment
comm-310,COMM 310,"Computer simulation, simulation languages. Typical business applications in financial planning, waiting line problems and other operating problems. Prerequisite: One of COMM 191, COMM 291.",Simulation Models in Business Decision-Making
comm-311,COMM 311,"Social science research: theory, research design, methods, and criticism. For students in the Commerce Scholars Program only. This course is not eligible for Credit/D/Fail grading.",Research Theory for Commerce Scholars
comm-312,COMM 312,"Skill Development for leading organizations while better managing for values. Recognizing organizational values, and developing concrete plans for better delivering on these values. This course is not eligible for Credit/D/Fail grading.",Business Ethics Leadership
comm-314,COMM 314,"Tools to apply sustainable and responsible decision making through individual, organizational, and structural lenses. Topics include diversity and group think, the circular economy, and climate change adaptation. This course is not eligible for Credit/D/Fail grading.",Strategies for Responsible Business
comm-320,COMM 320,Preparation of financial statements and use of financial information contained in financial statements to make better decisions. For Master of Management - Dual Degree Option students only. This course is not eligible for Credit/D/Fail grading.,Foundations in Accounting I
comm-321,COMM 321,Effects of individual and group behaviour on organizational processes and outcomes. Application of relevant frameworks from the social sciences to particular organizational situations. For Master of Management - Dual Degree Option students only. This course is not eligible for Credit/D/Fail grading.,Organizational Behaviour
comm-323,COMM 323,"Topics in diversity related to identity, group categorization, stereotyping, explicit and implicit bias, microaggressions, and discrimination. Mitigation of institutional inequality and discrimination through inclusive leadership and critical analysis of organizational practices and policies. Prerequisite: COMM 203. This course is not eligible for Credit/D/Fail grading.","Leading Diversity, Equity and Inclusion in Organizations"
comm-324,COMM 324,"Application of descriptive and inferential statistics to decisions in core Human Resources (HR) areas, including recruitment, selection, compensation, training, and performance management using organizations. HR data and human capital metrics. Machine learning and AI in strategic HR decision making. Prerequisite: All of COMM 203, COMM 191, COMM 205. This course is not eligible for Credit/D/Fail grading.",People Analytics
comm-335,COMM 335,"Introduction to information technology related to business use. Design, implementation and application of Information Systems. Prerequisite: One of COMM 205, CPSC 210. This course is not eligible for Credit/D/Fail grading.",Information Systems Technology and Development
comm-336,COMM 336,"Business fundamentals in the digital economy: leveraging digitization and automation; data and analytics; platforms; crowdsourcing; understanding the impact of digital technologies on firms, markets, economies as well as individuals and society. Prerequisite: COMM 205. This course is not eligible for Credit/D/Fail grading.",Introduction to Digital Business
comm-337,COMM 337,Introduction to object-oriented computer programming; computational thinking; program design; scripting; documentation techniques; file handling; database access; and web crawling techniques. Students will apply data structures and programming constructs to the development of business analytics and other related applications. Credit will be granted for only one of COMM 337 and CPSC 103. Prerequisite: COMM 205. This course is not eligible for Credit/D/Fail grading.,Business Programming and Analytics
comm-338,COMM 338,Fundamentals of cybersecurity from managerial perspectives; Cyber risk management and governance; Security architecture and design; Capabilities to protect enterprise assets and respond to cyber incidents. Prerequisite: COMM 205 or CPSC 213 or CPEN 212. This course is not eligible for Credit/D/Fail grading.,Management of Cybersecurity
comm-349,COMM 349,"Overview of the characteristics and commercial environment of logistics and transportation services; service operations planning and design, costing, pricing and quality management. Corequisite: One of COMM 204, COMM 296. This course is not eligible for Credit/D/Fail grading.",Logistics Services Management
comm-353,COMM 353,"An examination of accounting as a means of measurement and as an information system for external reporting purposes. Prerequisite: All of COMM 293, COMM 294. Corequisite: Either (a) all of COMM 297, COMM 397 or (b) COMM 298. This course is not eligible for Credit/D/Fail grading.",Financial Accounting - Intermediate I
comm-354,COMM 354,"The provision and analysis of cost accounting information that will assist management in making operating decisions and in evaluating operational performance. The utilization of statistical analysis and linear models is included. Prerequisite: All of COMM 293, COMM 294 and one of COMM 190, COMM 290 and one of COMM 191, COMM 291. This course is not eligible for Credit/D/Fail grading.",Cost Accounting
comm-355,COMM 355,"A study of income tax from the standpoint of the individual and of business enterprise. Prerequisite: COMM 293, COMM 457. This course is not eligible for Credit/D/Fail grading.",Income Taxation
comm-362,COMM 362,"The use of consumer research and theory in marketing and policy decisions. Psychological, sociological and economic theory and research relevant to consumer behaviour are considered. Prerequisite: COMM 296. This course is not eligible for Credit/D/Fail grading.",Consumer Behaviour
